policy_id,vehicle_id,coverage_type,property_limit_million_toman,bodily_limit_million_toman,insured_value_million_toman,deductible_million_toman,one_month_exposure,risk_score,segment,empirical_claim_probability,mean_paid_loss_million_toman,record_type
TP08084,V08084,third_party_liability,100.0,1000.0,,0.0,1.0,0.94957232,standard,0.007,65.15088698,synthetic
TP08085,V08085,third_party_liability,200.0,1000.0,,0.0,1.0,0.77380337,standard,0.0,0.0,synthetic
OD08085,V08085,own_damage,,,337.61167,5.0,1.0,0.77380337,standard,0.002,28.07566115,synthetic
TP08086,V08086,third_party_liability,200.0,1000.0,,0.0,1.0,1.58807274,standard,0.006,109.2682,synthetic
OD08086,V08086,own_damage,,,503.039208,5.0,1.0,1.58807274,standard,0.014,30.90539744,synthetic
TP08087,V08087,third_party_liability,200.0,1500.0,,0.0,1.0,0.78274352,commercial,0.006,53.99170905,synthetic
OD08087,V08087,own_damage,,,646.849639,5.0,1.0,0.78274352,commercial,0.009,25.52577847,synthetic
TP08088,V08088,third_party_liability,400.0,1000.0,,0.0,1.0,0.84908889,preferred,0.001,49.18102837,synthetic
TP08089,V08089,third_party_liability,100.0,1500.0,,0.0,1.0,1.11600502,standard,0.003,111.02924891,synthetic
OD08089,V08089,own_damage,,,1186.51703,5.0,1.0,1.11600502,standard,0.01,31.0187149,synthetic
TP08090,V08090,third_party_liability,200.0,1000.0,,0.0,1.0,1.25654634,standard,0.002,76.63764179,synthetic
TP08091,V08091,third_party_liability,200.0,1000.0,,0.0,1.0,0.72201357,standard,0.003,61.3783921,synthetic
OD08091,V08091,own_damage,,,250.0,5.0,1.0,0.72201357,standard,0.01,29.44984267,synthetic
TP08092,V08092,third_party_liability,400.0,1000.0,,0.0,1.0,1.07016195,preferred,0.004,101.02554775,synthetic
OD08092,V08092,own_damage,,,746.790452,5.0,1.0,1.07016195,preferred,0.011,25.80629123,synthetic
TP08093,V08093,third_party_liability,400.0,1000.0,,0.0,1.0,1.08135915,standard,0.003,76.61495215,synthetic
OD08093,V08093,own_damage,,,472.39452,5.0,1.0,1.08135915,standard,0.008,20.61126689,synthetic
TP08094,V08094,third_party_liability,200.0,1000.0,,0.0,1.0,0.85623016,preferred,0.006,80.07470932,synthetic
OD08094,V08094,own_damage,,,332.839964,5.0,1.0,0.85623016,preferred,0.009,32.30303178,synthetic
TP08095,V08095,third_party_liability,400.0,1000.0,,0.0,1.0,0.66966114,standard,0.005,81.05283894,synthetic
TP08096,V08096,third_party_liability,200.0,1000.0,,0.0,1.0,1.23660958,commercial,0.003,88.11549271,synthetic
OD08096,V08096,own_damage,,,767.376525,5.0,1.0,1.23660958,commercial,0.008,22.06825558,synthetic
TP08097,V08097,third_party_liability,200.0,1500.0,,0.0,1.0,0.68348894,standard,0.009,105.35940945,synthetic
TP08098,V08098,third_party_liability,100.0,1000.0,,0.0,1.0,1.05601901,commercial,0.003,36.29902062,synthetic
OD08098,V08098,own_damage,,,912.444856,5.0,1.0,1.05601901,commercial,0.009,24.28547425,synthetic
TP08099,V08099,third_party_liability,400.0,1000.0,,0.0,1.0,1.25032995,preferred,0.005,49.52033801,synthetic
TP08100,V08100,third_party_liability,200.0,1500.0,,0.0,1.0,0.65761595,standard,0.008,99.86464082,synthetic
OD08100,V08100,own_damage,,,362.666295,5.0,1.0,0.65761595,standard,0.01,33.31460851,synthetic
TP08101,V08101,third_party_liability,100.0,1000.0,,0.0,1.0,0.49647154,standard,0.002,38.89382121,synthetic
OD08101,V08101,own_damage,,,440.818931,5.0,1.0,0.49647154,standard,0.004,25.21704106,synthetic
TP08102,V08102,third_party_liability,200.0,1500.0,,0.0,1.0,1.76888681,standard,0.005,59.60279786,synthetic
OD08102,V08102,own_damage,,,946.012839,5.0,1.0,1.76888681,standard,0.015,23.18396666,synthetic
TP08103,V08103,third_party_liability,200.0,1500.0,,0.0,1.0,1.00554315,standard,0.001,152.41345381,synthetic
OD08103,V08103,own_damage,,,764.199844,5.0,1.0,1.00554315,standard,0.009,30.97904702,synthetic
TP08104,V08104,third_party_liability,400.0,1000.0,,0.0,1.0,0.97313915,commercial,0.004,131.57566688,synthetic
OD08104,V08104,own_damage,,,944.38874,5.0,1.0,0.97313915,commercial,0.005,25.19116733,synthetic
TP08105,V08105,third_party_liability,400.0,1000.0,,0.0,1.0,1.20989303,standard,0.006,121.79319388,synthetic
TP08106,V08106,third_party_liability,200.0,1000.0,,0.0,1.0,0.57465875,standard,0.001,44.98523298,synthetic
TP08107,V08107,third_party_liability,200.0,1000.0,,0.0,1.0,2.1312244,standard,0.01,86.64209567,synthetic
TP08108,V08108,third_party_liability,400.0,1500.0,,0.0,1.0,0.46851468,standard,0.001,6.03970825,synthetic
TP08109,V08109,third_party_liability,200.0,1000.0,,0.0,1.0,0.64010679,preferred,0.006,103.55387806,synthetic
OD08109,V08109,own_damage,,,450.551024,5.0,1.0,0.64010679,preferred,0.01,30.84783383,synthetic
TP08110,V08110,third_party_liability,200.0,1000.0,,0.0,1.0,1.07628012,preferred,0.006,84.96283488,synthetic
TP08111,V08111,third_party_liability,200.0,1000.0,,0.0,1.0,0.99313744,standard,0.002,158.68653372,synthetic
TP08112,V08112,third_party_liability,200.0,1000.0,,0.0,1.0,0.73841631,preferred,0.001,52.10155214,synthetic
OD08112,V08112,own_damage,,,758.892005,5.0,1.0,0.73841631,preferred,0.007,31.01861256,synthetic
TP08113,V08113,third_party_liability,400.0,1500.0,,0.0,1.0,1.06985032,commercial,0.005,163.96047033,synthetic
OD08113,V08113,own_damage,,,1053.888716,5.0,1.0,1.06985032,commercial,0.012,24.62442292,synthetic
TP08114,V08114,third_party_liability,100.0,1000.0,,0.0,1.0,2.53055825,standard,0.011,74.24069708,synthetic
OD08114,V08114,own_damage,,,2132.522873,5.0,1.0,2.53055825,standard,0.037,25.75256377,synthetic
TP08115,V08115,third_party_liability,200.0,1000.0,,0.0,1.0,1.4920494,standard,0.002,83.95242926,synthetic
OD08115,V08115,own_damage,,,800.327877,5.0,1.0,1.4920494,standard,0.009,25.07971674,synthetic
TP08116,V08116,third_party_liability,200.0,1500.0,,0.0,1.0,1.2128642,preferred,0.005,89.52390587,synthetic
OD08116,V08116,own_damage,,,374.744188,5.0,1.0,1.2128642,preferred,0.012,18.42939705,synthetic
TP08117,V08117,third_party_liability,400.0,1000.0,,0.0,1.0,0.93037771,preferred,0.005,88.09612898,synthetic
OD08117,V08117,own_damage,,,688.294115,5.0,1.0,0.93037771,preferred,0.012,20.1028744,synthetic
TP08118,V08118,third_party_liability,200.0,1000.0,,0.0,1.0,1.24525748,preferred,0.006,61.30939092,synthetic
OD08118,V08118,own_damage,,,283.925456,5.0,1.0,1.24525748,preferred,0.011,36.86528743,synthetic
TP08119,V08119,third_party_liability,100.0,1500.0,,0.0,1.0,1.0870864,preferred,0.0,0.0,synthetic
OD08119,V08119,own_damage,,,396.162755,5.0,1.0,1.0870864,preferred,0.006,16.78668827,synthetic
TP08120,V08120,third_party_liability,200.0,1000.0,,0.0,1.0,0.59224313,standard,0.003,67.27554093,synthetic
OD08120,V08120,own_damage,,,417.156138,5.0,1.0,0.59224313,standard,0.007,33.84575916,synthetic
TP08121,V08121,third_party_liability,400.0,1500.0,,0.0,1.0,1.41219489,preferred,0.004,75.80539967,synthetic
OD08121,V08121,own_damage,,,1101.522815,5.0,1.0,1.41219489,preferred,0.009,31.49338201,synthetic
TP08122,V08122,third_party_liability,100.0,1000.0,,0.0,1.0,0.95080018,standard,0.003,90.28578798,synthetic
TP08123,V08123,third_party_liability,200.0,1000.0,,0.0,1.0,0.90672084,standard,0.005,126.79135601,synthetic
OD08123,V08123,own_damage,,,676.133682,5.0,1.0,0.90672084,standard,0.01,29.89654761,synthetic
TP08124,V08124,third_party_liability,200.0,1500.0,,0.0,1.0,0.77524494,standard,0.003,144.72410654,synthetic
OD08124,V08124,own_damage,,,435.585546,5.0,1.0,0.77524494,standard,0.008,25.64303148,synthetic
TP08125,V08125,third_party_liability,200.0,1000.0,,0.0,1.0,1.76767936,standard,0.008,63.43260219,synthetic
OD08125,V08125,own_damage,,,483.009018,5.0,1.0,1.76767936,standard,0.018,34.50602522,synthetic
TP08126,V08126,third_party_liability,200.0,1000.0,,0.0,1.0,1.12699049,standard,0.01,115.41086996,synthetic
TP08127,V08127,third_party_liability,200.0,1000.0,,0.0,1.0,0.52482308,standard,0.003,73.88587911,synthetic
OD08127,V08127,own_damage,,,650.299447,5.0,1.0,0.52482308,standard,0.006,37.44860329,synthetic
TP08128,V08128,third_party_liability,100.0,1000.0,,0.0,1.0,1.07275792,standard,0.003,86.95273925,synthetic
TP08129,V08129,third_party_liability,200.0,1000.0,,0.0,1.0,1.32901883,standard,0.003,65.528195,synthetic
OD08129,V08129,own_damage,,,639.211021,5.0,1.0,1.32901883,standard,0.011,18.23703073,synthetic
TP08130,V08130,third_party_liability,100.0,1000.0,,0.0,1.0,0.58053692,standard,0.002,79.69379428,synthetic
TP08131,V08131,third_party_liability,200.0,1000.0,,0.0,1.0,1.01613361,preferred,0.006,71.48641479,synthetic
TP08132,V08132,third_party_liability,100.0,1000.0,,0.0,1.0,1.09675899,standard,0.004,114.90393469,synthetic
OD08132,V08132,own_damage,,,655.342295,5.0,1.0,1.09675899,standard,0.009,22.34670935,synthetic
TP08133,V08133,third_party_liability,200.0,1000.0,,0.0,1.0,2.67736843,standard,0.004,74.58420091,synthetic
OD08133,V08133,own_damage,,,612.014608,5.0,1.0,2.67736843,standard,0.019,34.82980465,synthetic
TP08134,V08134,third_party_liability,100.0,1000.0,,0.0,1.0,0.84264895,standard,0.001,26.37076221,synthetic
TP08135,V08135,third_party_liability,200.0,1000.0,,0.0,1.0,1.05278778,preferred,0.002,104.75144426,synthetic
TP08136,V08136,third_party_liability,200.0,1500.0,,0.0,1.0,1.2478235,preferred,0.006,116.52066799,synthetic
OD08136,V08136,own_damage,,,1008.05918,5.0,1.0,1.2478235,preferred,0.011,24.69460734,synthetic
TP08137,V08137,third_party_liability,200.0,1500.0,,0.0,1.0,0.44873916,standard,0.0,0.0,synthetic
OD08137,V08137,own_damage,,,576.460745,5.0,1.0,0.44873916,standard,0.001,161.66856406,synthetic
TP08138,V08138,third_party_liability,100.0,1000.0,,0.0,1.0,0.54582628,standard,0.003,76.87758696,synthetic
OD08138,V08138,own_damage,,,1405.000214,5.0,1.0,0.54582628,standard,0.006,14.27526615,synthetic
TP08139,V08139,third_party_liability,200.0,1000.0,,0.0,1.0,0.74371031,preferred,0.004,78.05702168,synthetic
OD08139,V08139,own_damage,,,581.240985,5.0,1.0,0.74371031,preferred,0.007,35.65138909,synthetic
TP08140,V08140,third_party_liability,100.0,1000.0,,0.0,1.0,1.07693506,standard,0.004,106.50657468,synthetic
OD08140,V08140,own_damage,,,400.229042,5.0,1.0,1.07693506,standard,0.007,32.14578105,synthetic
TP08141,V08141,third_party_liability,200.0,1000.0,,0.0,1.0,1.38609773,preferred,0.007,106.28549952,synthetic
OD08141,V08141,own_damage,,,818.341864,5.0,1.0,1.38609773,preferred,0.014,31.43832757,synthetic
TP08142,V08142,third_party_liability,200.0,1000.0,,0.0,1.0,2.27414195,standard,0.007,79.41018356,synthetic
TP08143,V08143,third_party_liability,400.0,1000.0,,0.0,1.0,0.8427453,preferred,0.006,89.97107239,synthetic
OD08143,V08143,own_damage,,,789.016752,5.0,1.0,0.8427453,preferred,0.009,30.83281742,synthetic
TP08144,V08144,third_party_liability,200.0,1000.0,,0.0,1.0,1.16585359,standard,0.005,109.44357396,synthetic
OD08144,V08144,own_damage,,,1450.622787,5.0,1.0,1.16585359,standard,0.013,22.07488016,synthetic
TP08145,V08145,third_party_liability,200.0,1000.0,,0.0,1.0,1.43623518,standard,0.008,52.35916367,synthetic
OD08145,V08145,own_damage,,,1001.0127,5.0,1.0,1.43623518,standard,0.018,25.06693542,synthetic
TP08146,V08146,third_party_liability,200.0,1000.0,,0.0,1.0,0.88684486,standard,0.003,145.30942593,synthetic
OD08146,V08146,own_damage,,,841.622271,5.0,1.0,0.88684486,standard,0.007,38.15341837,synthetic
TP08147,V08147,third_party_liability,100.0,1500.0,,0.0,1.0,2.01103677,preferred,0.004,58.51415498,synthetic
OD08147,V08147,own_damage,,,539.517082,5.0,1.0,2.01103677,preferred,0.016,25.59286875,synthetic
TP08148,V08148,third_party_liability,400.0,1000.0,,0.0,1.0,1.07949331,preferred,0.004,66.2273933,synthetic
OD08148,V08148,own_damage,,,1253.362684,5.0,1.0,1.07949331,preferred,0.008,30.99169284,synthetic
TP08149,V08149,third_party_liability,100.0,1000.0,,0.0,1.0,0.78262927,commercial,0.006,62.24323744,synthetic
OD08149,V08149,own_damage,,,912.141009,5.0,1.0,0.78262927,commercial,0.011,25.06748456,synthetic
TP08150,V08150,third_party_liability,200.0,1000.0,,0.0,1.0,1.20148205,preferred,0.007,90.72942218,synthetic
OD08150,V08150,own_damage,,,1536.56241,5.0,1.0,1.20148205,preferred,0.015,30.28205214,synthetic
TP08151,V08151,third_party_liability,400.0,1000.0,,0.0,1.0,0.87885239,standard,0.003,62.94196407,synthetic
TP08152,V08152,third_party_liability,200.0,1000.0,,0.0,1.0,0.91388835,commercial,0.005,110.12480838,synthetic
OD08152,V08152,own_damage,,,758.461837,5.0,1.0,0.91388835,commercial,0.012,24.52110325,synthetic
TP08153,V08153,third_party_liability,200.0,1500.0,,0.0,1.0,0.7341163,standard,0.001,18.38886045,synthetic
OD08153,V08153,own_damage,,,562.307074,5.0,1.0,0.7341163,standard,0.006,30.42972553,synthetic
TP08154,V08154,third_party_liability,200.0,1500.0,,0.0,1.0,1.04640502,standard,0.001,184.10204456,synthetic
OD08154,V08154,own_damage,,,1777.16158,5.0,1.0,1.04640502,standard,0.004,16.79359648,synthetic
TP08155,V08155,third_party_liability,200.0,1000.0,,0.0,1.0,0.67728799,standard,0.005,47.6519595,synthetic
OD08155,V08155,own_damage,,,614.55226,5.0,1.0,0.67728799,standard,0.008,32.5687582,synthetic
TP08156,V08156,third_party_liability,200.0,1000.0,,0.0,1.0,0.5298808,standard,0.004,102.63472084,synthetic
OD08156,V08156,own_damage,,,621.748111,5.0,1.0,0.5298808,standard,0.007,34.56105235,synthetic
TP08157,V08157,third_party_liability,400.0,1000.0,,0.0,1.0,0.74381737,standard,0.003,64.9346489,synthetic
OD08157,V08157,own_damage,,,413.009056,5.0,1.0,0.74381737,standard,0.007,30.00454627,synthetic
TP08158,V08158,third_party_liability,200.0,1000.0,,0.0,1.0,1.11613798,standard,0.008,94.34065998,synthetic
OD08158,V08158,own_damage,,,578.758524,5.0,1.0,1.11613798,standard,0.01,28.40576921,synthetic
TP08159,V08159,third_party_liability,200.0,1000.0,,0.0,1.0,1.22382269,standard,0.006,100.18470709,synthetic
OD08159,V08159,own_damage,,,611.26676,5.0,1.0,1.22382269,standard,0.013,23.55809681,synthetic
TP08160,V08160,third_party_liability,400.0,1500.0,,0.0,1.0,0.65282822,standard,0.001,45.4516979,synthetic
TP08161,V08161,third_party_liability,400.0,1000.0,,0.0,1.0,1.57359183,standard,0.007,61.30702857,synthetic
TP08162,V08162,third_party_liability,400.0,1000.0,,0.0,1.0,2.26166266,standard,0.011,96.13488468,synthetic
OD08162,V08162,own_damage,,,496.631712,5.0,1.0,2.26166266,standard,0.016,27.47065042,synthetic
TP08163,V08163,third_party_liability,200.0,1000.0,,0.0,1.0,0.77168371,preferred,0.003,54.58569427,synthetic
TP08164,V08164,third_party_liability,200.0,1000.0,,0.0,1.0,0.72729216,preferred,0.003,47.77060119,synthetic
OD08164,V08164,own_damage,,,276.777399,5.0,1.0,0.72729216,preferred,0.007,18.41078469,synthetic
TP08165,V08165,third_party_liability,200.0,1000.0,,0.0,1.0,0.97754672,standard,0.006,104.34638666,synthetic
OD08165,V08165,own_damage,,,1067.629868,5.0,1.0,0.97754672,standard,0.011,20.98816743,synthetic
TP08166,V08166,third_party_liability,200.0,1000.0,,0.0,1.0,0.93054705,commercial,0.001,97.5691747,synthetic
OD08166,V08166,own_damage,,,749.059035,5.0,1.0,0.93054705,commercial,0.009,32.08598711,synthetic
TP08167,V08167,third_party_liability,200.0,1000.0,,0.0,1.0,1.18488294,standard,0.006,110.59878783,synthetic
TP08168,V08168,third_party_liability,200.0,1000.0,,0.0,1.0,0.92660644,standard,0.002,81.10334743,synthetic
TP08169,V08169,third_party_liability,100.0,1500.0,,0.0,1.0,1.79661237,preferred,0.008,81.3928611,synthetic
OD08169,V08169,own_damage,,,1501.993975,5.0,1.0,1.79661237,preferred,0.016,23.19417541,synthetic
TP08170,V08170,third_party_liability,100.0,1500.0,,0.0,1.0,1.39569475,preferred,0.004,58.35133578,synthetic
OD08170,V08170,own_damage,,,734.287825,5.0,1.0,1.39569475,preferred,0.011,23.51770209,synthetic
TP08171,V08171,third_party_liability,100.0,1000.0,,0.0,1.0,0.95212814,commercial,0.007,85.46519046,synthetic
OD08171,V08171,own_damage,,,548.104204,5.0,1.0,0.95212814,commercial,0.015,24.01629204,synthetic
TP08172,V08172,third_party_liability,200.0,1000.0,,0.0,1.0,0.70880406,standard,0.004,46.54616077,synthetic
TP08173,V08173,third_party_liability,100.0,1000.0,,0.0,1.0,1.59036032,preferred,0.005,51.50698518,synthetic
TP08174,V08174,third_party_liability,200.0,1000.0,,0.0,1.0,0.99818783,standard,0.005,69.53991146,synthetic
TP08175,V08175,third_party_liability,400.0,1000.0,,0.0,1.0,0.8819721,standard,0.008,98.14151577,synthetic
OD08175,V08175,own_damage,,,1103.224548,5.0,1.0,0.8819721,standard,0.011,24.56986042,synthetic
TP08176,V08176,third_party_liability,400.0,1000.0,,0.0,1.0,0.82433933,standard,0.003,63.68766593,synthetic
TP08177,V08177,third_party_liability,200.0,1000.0,,0.0,1.0,1.01776505,standard,0.002,146.50608972,synthetic
OD08177,V08177,own_damage,,,697.929656,5.0,1.0,1.01776505,standard,0.006,33.05019733,synthetic
TP08178,V08178,third_party_liability,400.0,1000.0,,0.0,1.0,0.65298914,standard,0.003,48.15292265,synthetic
OD08178,V08178,own_damage,,,374.688645,5.0,1.0,0.65298914,standard,0.007,27.80168005,synthetic
TP08179,V08179,third_party_liability,400.0,1000.0,,0.0,1.0,0.88400501,preferred,0.0,0.0,synthetic
OD08179,V08179,own_damage,,,762.282142,5.0,1.0,0.88400501,preferred,0.009,24.08666039,synthetic
TP08180,V08180,third_party_liability,200.0,1000.0,,0.0,1.0,0.53881817,preferred,0.003,91.37724179,synthetic
OD08180,V08180,own_damage,,,759.309716,5.0,1.0,0.53881817,preferred,0.005,31.67167255,synthetic
TP08181,V08181,third_party_liability,200.0,1500.0,,0.0,1.0,0.95209654,preferred,0.004,61.32771648,synthetic
TP08182,V08182,third_party_liability,200.0,1000.0,,0.0,1.0,1.07350487,standard,0.003,186.76190354,synthetic
OD08182,V08182,own_damage,,,1042.35552,5.0,1.0,1.07350487,standard,0.007,33.48660131,synthetic
TP08183,V08183,third_party_liability,200.0,1000.0,,0.0,1.0,0.76186009,preferred,0.001,64.82224656,synthetic
TP08184,V08184,third_party_liability,200.0,1500.0,,0.0,1.0,1.13391282,standard,0.006,89.95938578,synthetic
OD08184,V08184,own_damage,,,1300.264739,5.0,1.0,1.13391282,standard,0.009,20.12022973,synthetic
TP08185,V08185,third_party_liability,100.0,1000.0,,0.0,1.0,1.13436153,standard,0.003,66.72818591,synthetic
OD08185,V08185,own_damage,,,346.102813,5.0,1.0,1.13436153,standard,0.012,27.68530583,synthetic
TP08186,V08186,third_party_liability,400.0,1000.0,,0.0,1.0,1.52321003,preferred,0.003,52.3789671,synthetic
OD08186,V08186,own_damage,,,1084.738648,5.0,1.0,1.52321003,preferred,0.013,26.58204283,synthetic
TP08187,V08187,third_party_liability,100.0,1000.0,,0.0,1.0,1.61105069,standard,0.009,44.26735695,synthetic
OD08187,V08187,own_damage,,,795.056581,5.0,1.0,1.61105069,standard,0.021,27.24670991,synthetic
TP08188,V08188,third_party_liability,200.0,1000.0,,0.0,1.0,1.4798495,preferred,0.009,67.63891197,synthetic
OD08188,V08188,own_damage,,,949.038622,5.0,1.0,1.4798495,preferred,0.019,21.6086572,synthetic
TP08189,V08189,third_party_liability,200.0,1000.0,,0.0,1.0,0.53735825,standard,0.002,76.27437105,synthetic
TP08190,V08190,third_party_liability,200.0,1000.0,,0.0,1.0,0.93299049,standard,0.002,33.91036232,synthetic
TP08191,V08191,third_party_liability,200.0,1000.0,,0.0,1.0,1.40770315,standard,0.005,70.52844906,synthetic
OD08191,V08191,own_damage,,,559.184195,5.0,1.0,1.40770315,standard,0.012,22.02350615,synthetic
TP08192,V08192,third_party_liability,400.0,1000.0,,0.0,1.0,1.20261031,standard,0.007,59.3562532,synthetic
OD08192,V08192,own_damage,,,250.0,5.0,1.0,1.20261031,standard,0.011,28.06023645,synthetic
TP08193,V08193,third_party_liability,200.0,1000.0,,0.0,1.0,0.69374945,preferred,0.002,194.12109088,synthetic
TP08194,V08194,third_party_liability,200.0,1500.0,,0.0,1.0,0.8007329,standard,0.005,77.58097865,synthetic
OD08194,V08194,own_damage,,,1376.741495,5.0,1.0,0.8007329,standard,0.009,35.96664771,synthetic
TP08195,V08195,third_party_liability,200.0,1500.0,,0.0,1.0,1.14369629,preferred,0.003,32.36584456,synthetic
OD08195,V08195,own_damage,,,1211.544708,5.0,1.0,1.14369629,preferred,0.008,31.1895382,synthetic
TP08196,V08196,third_party_liability,400.0,1500.0,,0.0,1.0,1.26477419,standard,0.005,130.42668411,synthetic
OD08196,V08196,own_damage,,,498.859729,5.0,1.0,1.26477419,standard,0.013,27.42885008,synthetic
TP08197,V08197,third_party_liability,100.0,1000.0,,0.0,1.0,0.90696408,standard,0.004,47.13936672,synthetic
OD08197,V08197,own_damage,,,332.835238,5.0,1.0,0.90696408,standard,0.009,21.68214007,synthetic
TP08198,V08198,third_party_liability,400.0,1000.0,,0.0,1.0,1.36539221,standard,0.002,104.10368777,synthetic
OD08198,V08198,own_damage,,,492.497734,5.0,1.0,1.36539221,standard,0.012,18.84806038,synthetic
TP08199,V08199,third_party_liability,400.0,1000.0,,0.0,1.0,1.30388542,standard,0.006,44.574171,synthetic
OD08199,V08199,own_damage,,,439.135803,5.0,1.0,1.30388542,standard,0.014,24.59353297,synthetic
TP08200,V08200,third_party_liability,400.0,1000.0,,0.0,1.0,1.03191006,preferred,0.001,105.59126021,synthetic
OD08200,V08200,own_damage,,,1224.098608,5.0,1.0,1.03191006,preferred,0.007,32.70294126,synthetic
TP08201,V08201,third_party_liability,200.0,1500.0,,0.0,1.0,1.18378307,standard,0.003,146.27276683,synthetic
TP08202,V08202,third_party_liability,400.0,1000.0,,0.0,1.0,0.91136674,preferred,0.002,53.9719163,synthetic
TP08203,V08203,third_party_liability,100.0,1000.0,,0.0,1.0,0.63813596,preferred,0.001,100.0,synthetic
OD08203,V08203,own_damage,,,365.569077,5.0,1.0,0.63813596,preferred,0.005,32.21609278,synthetic
TP08204,V08204,third_party_liability,200.0,1000.0,,0.0,1.0,0.81802092,standard,0.003,26.64913305,synthetic
OD08204,V08204,own_damage,,,1396.271628,5.0,1.0,0.81802092,standard,0.01,34.10682359,synthetic
TP08205,V08205,third_party_liability,400.0,1000.0,,0.0,1.0,0.66135197,standard,0.0,0.0,synthetic
OD08205,V08205,own_damage,,,907.86994,5.0,1.0,0.66135197,standard,0.004,20.73740438,synthetic
TP08206,V08206,third_party_liability,400.0,1500.0,,0.0,1.0,0.69496841,preferred,0.003,30.88330871,synthetic
TP08207,V08207,third_party_liability,100.0,1500.0,,0.0,1.0,1.30904962,standard,0.006,42.38294955,synthetic
OD08207,V08207,own_damage,,,913.001401,5.0,1.0,1.30904962,standard,0.012,40.47786025,synthetic
TP08208,V08208,third_party_liability,200.0,1000.0,,0.0,1.0,1.54430189,standard,0.005,42.10362873,synthetic
OD08208,V08208,own_damage,,,569.73433,5.0,1.0,1.54430189,standard,0.013,19.77923036,synthetic
TP08209,V08209,third_party_liability,100.0,1000.0,,0.0,1.0,1.040065,standard,0.004,41.38459303,synthetic
OD08209,V08209,own_damage,,,694.661232,5.0,1.0,1.040065,standard,0.01,24.20520612,synthetic
TP08210,V08210,third_party_liability,200.0,1000.0,,0.0,1.0,0.89325229,standard,0.003,96.41621381,synthetic
OD08210,V08210,own_damage,,,395.165782,5.0,1.0,0.89325229,standard,0.007,21.00203331,synthetic
TP08211,V08211,third_party_liability,200.0,1000.0,,0.0,1.0,0.79515775,preferred,0.005,111.3321899,synthetic
OD08211,V08211,own_damage,,,522.692962,5.0,1.0,0.79515775,preferred,0.007,20.39082567,synthetic
TP08212,V08212,third_party_liability,200.0,1500.0,,0.0,1.0,1.34607218,standard,0.004,114.18482074,synthetic
TP08213,V08213,third_party_liability,400.0,1000.0,,0.0,1.0,0.94116312,standard,0.005,119.22778709,synthetic
OD08213,V08213,own_damage,,,1246.176975,5.0,1.0,0.94116312,standard,0.014,28.23536258,synthetic
TP08214,V08214,third_party_liability,400.0,1000.0,,0.0,1.0,1.16592184,preferred,0.001,113.12296191,synthetic
TP08215,V08215,third_party_liability,200.0,1000.0,,0.0,1.0,1.3023762,standard,0.0,0.0,synthetic
TP08216,V08216,third_party_liability,400.0,1000.0,,0.0,1.0,0.68370373,standard,0.003,69.61165459,synthetic
OD08216,V08216,own_damage,,,653.304176,5.0,1.0,0.68370373,standard,0.005,35.60864685,synthetic
TP08217,V08217,third_party_liability,200.0,1500.0,,0.0,1.0,0.81686321,standard,0.005,79.21092174,synthetic
OD08217,V08217,own_damage,,,893.863937,5.0,1.0,0.81686321,standard,0.011,28.99233817,synthetic
TP08218,V08218,third_party_liability,200.0,1000.0,,0.0,1.0,0.89266585,standard,0.003,86.02062614,synthetic
OD08218,V08218,own_damage,,,1308.228026,5.0,1.0,0.89266585,standard,0.007,35.26846355,synthetic
TP08219,V08219,third_party_liability,400.0,1000.0,,0.0,1.0,0.90154102,commercial,0.003,144.48660609,synthetic
OD08219,V08219,own_damage,,,703.065631,5.0,1.0,0.90154102,commercial,0.01,34.85366869,synthetic
TP08220,V08220,third_party_liability,200.0,1500.0,,0.0,1.0,1.99046331,commercial,0.004,53.01972563,synthetic
OD08220,V08220,own_damage,,,804.723874,5.0,1.0,1.99046331,commercial,0.017,23.73619456,synthetic
TP08221,V08221,third_party_liability,200.0,1500.0,,0.0,1.0,0.84542444,standard,0.003,63.63112894,synthetic
OD08221,V08221,own_damage,,,1365.221387,5.0,1.0,0.84542444,standard,0.005,23.40429741,synthetic
TP08222,V08222,third_party_liability,100.0,1000.0,,0.0,1.0,0.75302848,preferred,0.002,527.46158936,synthetic
TP08223,V08223,third_party_liability,200.0,1000.0,,0.0,1.0,0.57337706,preferred,0.002,74.51353666,synthetic
OD08223,V08223,own_damage,,,507.82032,5.0,1.0,0.57337706,preferred,0.005,19.33843776,synthetic
TP08224,V08224,third_party_liability,200.0,1500.0,,0.0,1.0,0.58426257,standard,0.002,27.40470796,synthetic
TP08225,V08225,third_party_liability,400.0,1000.0,,0.0,1.0,1.46456044,standard,0.007,73.18110161,synthetic
OD08225,V08225,own_damage,,,862.475665,5.0,1.0,1.46456044,standard,0.014,24.37552837,synthetic
TP08226,V08226,third_party_liability,200.0,1000.0,,0.0,1.0,0.58527227,preferred,0.002,115.42605296,synthetic
TP08227,V08227,third_party_liability,200.0,1000.0,,0.0,1.0,1.11254567,standard,0.004,100.241529,synthetic
OD08227,V08227,own_damage,,,642.528913,5.0,1.0,1.11254567,standard,0.009,26.53693424,synthetic
TP08228,V08228,third_party_liability,100.0,1500.0,,0.0,1.0,1.20975767,preferred,0.004,54.22749885,synthetic
OD08228,V08228,own_damage,,,894.878222,5.0,1.0,1.20975767,preferred,0.01,19.23611021,synthetic
